"CHEMICAL_ID_NUMBER","STRIPPED_CHEMICAL_ID_NUMBER","Nat_Agg_PV","Nat_Agg_PPV_2014","Nat_Agg_PPV_2013","Nat_Agg_PPV_2012"
"102-86-3","102863","<1,000,000 lbs","<1,000,000 lbs","             0 lbs","             0 lbs"
"102-87-4","102874","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10287-53-3","10287533","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"102886","102886","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10291-28-8","10291288","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1029222-87-4","1029222874","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"102923-00-2","102923002","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10294-34-5","10294345","                   636,090 lbs","       481,378 lbs","       484,138 lbs","       567,885 lbs"
"10294-40-3","10294403","                    59,990 lbs","     1,574,788 lbs","        94,750 lbs","        69,250 lbs"
"10294-54-9","10294549","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"10294-56-1","10294561","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"10294-64-1","10294641","                52,975,378 lbs","    56,437,382 lbs","    47,920,056 lbs","    55,995,734 lbs"
"10294-66-3","10294663","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"103069-98-3","103069983","                 1,600,000 lbs","     2,700,000 lbs","     2,600,000 lbs","     3,100,000 lbs"
"1030909-63-7","1030909637","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"103-09-3","103093","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"103-11-7","103117","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"10319-14-9","10319149","                    69,466 lbs","        68,575 lbs","       146,212 lbs","        77,000 lbs"
"103-20-8","103208","                    58,520 lbs","             0 lbs","             0 lbs","             0 lbs"
"103213-20-3","103213203","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"103-23-1","103231","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"103-24-2","103242","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"10325-94-7","10325947","                         0 lbs","             0 lbs","<1,000,000 lbs","<1,000,000 lbs"
"103-26-4","103264","                        53 lbs","           343 lbs","           842 lbs","             0 lbs"
"103-29-7","103297","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <20,000,000 lbs"
"10332-32-8","10332328","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"103-34-4","103344","                 1,069,441 lbs","       914,775 lbs","       953,727 lbs","       930,021 lbs"
"103-36-6","103366","                         0 lbs","             0 lbs","             0 lbs","             0 lbs"
"103-37-7","103377","                         0 lbs","             0 lbs","             0 lbs","             0 lbs"
"10339-55-6","10339556","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"103432-54-8","103432548","                    43,915 lbs","        43,872 lbs","        39,101 lbs","        37,879 lbs"
"103-45-7","103457","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"103-48-0","103480","                        53 lbs","           343 lbs","           842 lbs","             0 lbs"
"103-49-1","103491","                    14,080 lbs","        12,347 lbs","        12,347 lbs","         7,040 lbs"
"103-54-8","103548","                         0 lbs","             0 lbs","            26 lbs","           947 lbs"
"103597-45-1","103597451","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"103-60-6","103606","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"10361-03-2","10361032","                   154,322 lbs","        72,752 lbs","        52,910 lbs","       264,552 lbs"
"10361-29-2","10361292","                   862,000 lbs","       818,800 lbs","       732,800 lbs","       991,200 lbs"
"10361-37-2","10361372","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"10361-44-1","10361441","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10361-79-2","10361792","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10361-80-5","10361805","                         0 lbs","             0 lbs","        28,000 lbs","             0 lbs"
"10361-82-7","10361827","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10361-92-9","10361929","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10361-93-0","10361930","100,000 - <500,000 lbs","25,000 - <100,000 lbs","25,000 - <100,000 lbs","<1,000,000 lbs"
"103-63-9","103639","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"103-65-1","103651","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"103694-68-4","103694684","                     7,366 lbs","         5,673 lbs","           833 lbs","           775 lbs"
"103-71-9","103719","                   205,030 lbs","       174,606 lbs","       142,859 lbs","       190,038 lbs"
"103-74-2","103742","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"103-76-4","103764","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"10377-48-7","10377487","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10377-52-3","10377523","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10377-60-3","10377603","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","50,000,000 - <100,000,000 lbs"
"10377-66-9","10377669","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs"
"10377-81-8","10377818","                 4,013,033 lbs","       883,366 lbs","       674,668 lbs","       687,210 lbs"
"103-79-7","103797","                    67,000 lbs","        25,000 lbs","        41,000 lbs","        53,000 lbs"
"10381-36-9","10381369","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"103-82-2","103822","                         0 lbs","             0 lbs","        26,456 lbs","             0 lbs"
"103-83-3","103833","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","<1,000,000 lbs"
"103-95-7","103957","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"103992","103992","                   202,500 lbs","       234,800 lbs","       171,240 lbs","       179,600 lbs"
"104-15-4","104154","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"104-19-8","104198","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104-21-2","104212","                       555 lbs","         2,451 lbs","         2,995 lbs","         8,275 lbs"
"10421-48-4","10421484","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"104-23-4","104234","<1,000,000 lbs","25,000 - <100,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs"
"104-38-1","104381","                 1,403,474 lbs","     1,042,704 lbs","       953,871 lbs","       889,643 lbs"
"1043888-25-0","1043888250","                         0 lbs","<1,000,000 lbs","             0 lbs","             0 lbs"
"104-46-1","104461","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"104-49-4","104494","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10450-60-9","10450609","                    32,628 lbs","        57,484 lbs","        28,549 lbs","        36,966 lbs"
"104-50-7","104507","                         0 lbs","             0 lbs","             0 lbs","             0 lbs"
"104-54-1","104541","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs"
"104-55-2","104552","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"104-61-0","104610","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"10461-98-0","10461980","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104-66-5","104665","                   502,700 lbs","       680,008 lbs","       716,671 lbs","       524,053 lbs"
"104-67-6","104676","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"10468-30-1","10468301","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104-68-7","104687","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1047-16-1","1047161","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"104744-50-5","104744505","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104-75-6","104756","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104-76-7","104767","1,000,000,000 - <5,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs"
"10476-85-4","10476854","                    44,092 lbs","        41,887 lbs","        44,092 lbs","             0 lbs"
"104-78-9","104789","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104815-18-1","104815181","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104-87-0","104870","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104-88-1","104881","                 2,269,811 lbs","     2,612,849 lbs","     1,830,871 lbs","<1,000,000 lbs"
"104-90-5","104905","                         0 lbs","         3,041 lbs","        61,586 lbs","        72,993 lbs"
"104-91-6","104916","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"10493-43-3","10493433","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"104983-85-9","104983859","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-05-5","105055","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10508-09-5","10508095","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-08-8","105088","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"105-11-3","105113","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"105-13-5","105135","                       185 lbs","           817 lbs","           866 lbs","         1,984 lbs"
"105157-11-7","105157117","                         0 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs"
"105-16-8","105168","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1052-38-6","1052386","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","500,000 - <1,000,000 lbs"
"105249","105249","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-34-0","105340","                    17,637 lbs","        30,865 lbs","       331,708 lbs","       532,561 lbs"
"10534-87-9","10534879","10,000,000 - <50,000,000 lbs","     8,896,046 lbs","     8,625,586 lbs","1,000,000 - <20,000,000 lbs"
"10534-89-1","10534891","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"105362-40-1","105362401","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","25,000 - <100,000 lbs"
"105-37-3","105373","                         0 lbs","        26,984 lbs","        23,810 lbs","         3,748 lbs"
"105391-15-9","105391159","                    12,102 lbs","        74,674 lbs","         9,329 lbs","         8,708 lbs"
"105-39-5","105395","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"10543-57-4","10543574","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"105-44-2","105442","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10544-72-6","10544726","               151,217,800 lbs","    87,696,159 lbs","    23,739,801 lbs","             0 lbs"
"105-45-3","105453","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"10545-99-0","10545990","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"105-52-2","105522","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-53-3","105533","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"105-54-4","105544","                   380,954 lbs","       434,430 lbs","       537,475 lbs","       377,336 lbs"
"105-55-5","105555","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-56-6","105566","<1,000,000 lbs","       844,372 lbs","       873,475 lbs","<1,000,000 lbs"
"105-57-7","105577","                         0 lbs","             0 lbs","             0 lbs","             0 lbs"
"105578","105578","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-58-8","105588","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs"
"105-59-9","105599","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"105-60-2","105602","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"105-62-4","105624","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"10563-26-5","10563265","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"105-64-6","105646","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-67-9","105679","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"105-74-8","105748","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-76-0","105760","100,000 - <500,000 lbs","100,000 - <500,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"10581-12-1","10581121","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-83-9","105839","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105839-69-8","105839698","500,000 - <1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","25,000 - <100,000 lbs"
"10584-98-2","10584982","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"105-87-3","105873","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","1,000,000 - <10,000,000 lbs"
"10588-01-9","10588019","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"10594-03-3","10594033","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"10595-06-9","10595069","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"105-95-3","105953","500,000 - <1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"10595-60-5","10595605","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"10595-72-9","10595729","                 1,130,152 lbs","     1,182,611 lbs","     1,273,283 lbs","     1,417,028 lbs"
"10595-80-9","10595809","                   169,132 lbs","       185,458 lbs","       160,388 lbs","       162,126 lbs"
"105996-38-1","105996381","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"105-99-7","105997","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"106008-93-9","106008939","                         0 lbs","             0 lbs","         3,891 lbs","        85,631 lbs"
"106008-94-0","106008940","                         0 lbs","             0 lbs","        16,305 lbs","       481,674 lbs"
"106-02-5","106025","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"10604-69-0","10604690","                    55,300 lbs","        70,000 lbs","        52,300 lbs","        57,000 lbs"
"106-09-2","106092","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"106-11-6","106116","                    78,404 lbs","       144,186 lbs","        63,533 lbs","       111,799 lbs"
"106-12-7","106127","                         0 lbs","        20,958 lbs","        43,650 lbs","        21,116 lbs"
"106-14-9","106149","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"106-15-0","106150","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"106-17-2","106172","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"106-19-4","106194","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"106-20-7","106207","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"106-21-8","106218","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"106-22-9","106229","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"106-23-0","106230","                         0 lbs","             0 lbs","             0 lbs","             0 lbs"
"106-24-1","106241","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"106246-33-7","106246337","<1,000,000 lbs","       116,976 lbs","        62,419 lbs","<1,000,000 lbs"
"106-25-2","106252","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1062587-22-7","1062587227","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
