CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV
"Hexanoyl chloride, 2-ethyl-",760-67-8,760678,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"2-Propenoic acid, 2-methyl-, 1,1'-anhydride",760-93-0,760930,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Tetrakis(triarylphosphite)nickel (O) (PROVISIONAL),76109,76109,Accession Number,"1,000,000 lb - <20,000,000 lb","20,000,000 lb - <100,000,000 lb","1,000,000 lb - <20,000,000 lb","20,000,000 lb - <100,000,000 lb"
"Carbamic acid, N-butyl-, 2-propyn-1-yl ester",76114-73-3,76114733,CASRN,"843,371","767,825","743,485","1,036,660"
"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",76-13-1,76131,CASRN,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb"
"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-",76-14-2,76142,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"2-Naphthalenesulfonic acid, 3-[2-[4-[2-[4-(acetylamino)phenyl]diazenyl]-6-sulfo-1-naphthalenyl]diazenyl]-6-[2-(2,4-diamino-5-sulfophenyl)diazenyl]-4-hydroxy-, sodium salt (1:3)",76148-09-9,76148099,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Ethane, 1,1,1,2,2,2-hexafluoro-",76-16-4,76164,CASRN,"25,000 - <100,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"1-Propanamine, 3-(decyloxy)-",7617-78-9,7617789,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Propane, 1,1,1,2,2,3,3,3-octafluoro-",76-19-7,76197,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Acetamide, 2-cyano-2-[2,3-dihydro-3-(tetrahydro-2,4,6-trioxo-5(2H)-pyrimidinylidene)-1H-isoindol-1-ylidene]-N-methyl-",76199-85-4,76199854,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphonic acid, diethyl ester",762-04-9,762049,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Octadecanoic acid, 12-hydroxy-, lithium salt (1:1)",7620-77-1,7620771,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Peroxide, bis(1-oxodecyl)",762-12-9,762129,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-",76-22-2,76222,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Formic acid, 1,1-dimethylethyl ester",762-75-4,762754,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Silica,7631-86-9,7631869,CASRN,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"Sulfurous acid, sodium salt (1:1)",7631-90-5,7631905,CASRN,"750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb"
"Molybdate (MoO42-), sodium (1:2), (T-4)-",7631-95-0,7631950,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
Nitric acid sodium salt (1:1),7631-99-4,7631994,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Nitrous acid, sodium salt (1:1)",7632-00-0,7632000,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","50,000,000 - <100,000,000 lb"
"Perboric acid (HBO(O2)), sodium salt (1:1)",7632-04-4,7632044,CASRN,"237,965","166,227","2,806,015","4,804,335"
"Phosphoric acid, sodium salt (1:?)",7632-05-5,7632055,CASRN,"226,758","248,193","181,872","226,766"
"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, ammonium salt (1:?)",7632-50-0,7632500,CASRN,"397,710","451,553","383,212","313,223"
"Vanadium chloride (VCl4), (T-4)-",7632-51-1,7632511,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"3-Buten-1-ol, 3-methyl-",763-32-6,763326,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Metallic alkyl alkoxide complex (PROVISIONAL),76358,76358,Accession Number,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Cuprate(3-), [3-[2-[5-(hydroxy-.kappa.O)-4-[2-[1-(hydroxy-.kappa.O)-6-(phenylamino)-3-sulfo-2-naphthalenyl]diazenyl-.kappa.N1]-2-methylphenyl]diazenyl]-1,5-naphthalenedisulfonato(5-)]-, sodium (1:3)",76359-37-0,76359370,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Propanoic acid, 3-ethoxy-, ethyl ester",763-69-9,763699,CASRN,"10,000,000 - <50,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"Borane, trifluoro-",7637-07-2,7637072,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Octadecanoic acid, tin salt (1:?)",7637-13-0,7637130,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1-Propanol, 2-methyl-2-nitro-",76-39-1,76391,CASRN,"52,589,401","48,130,317","52,460,718","51,746,151"
Sodium hydride (NaH),7646-69-7,7646697,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"Stannane, tetrachloro-",7646-78-8,7646788,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
Cobalt chloride (CoCl2),7646-79-9,7646799,CASRN,"447,821","458,999","540,966","460,936"
Zinc chloride (ZnCl2),7646-85-7,7646857,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
Hydrochloric acid,7647-01-0,7647010,CASRN,"10,000,000,000 - <20,000,000,000 lb","10,000,000,000 - <20,000,000,000 lb","10,000,000,000 - <20,000,000,000 lb","10,000,000,000 - <20,000,000,000 lb"
Palladium chloride (PdCl2),7647-10-1,7647101,CASRN,"<1,000,000 lb","31,776","32,330","37,371"
Sodium chloride (NaCl),7647-14-5,7647145,CASRN,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
Sodium bromide (NaBr),7647-15-6,7647156,CASRN,"50,000,000 - <100,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","50,000,000 - <100,000,000 lb"
"Octanoic acid, potassium salt (1:1)",764-71-6,764716,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Phosphoric acid, mixed alkyl ester, alkylammonium salt (PROVISIONAL)",76494,76494,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Ethene, 1,1'-[oxybis(2,1-ethanediyloxy)]bis-",764-99-8,764998,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Octadecanamide, N-[3-(dimethylamino)propyl]-",7651-02-7,7651027,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"3,6,9,12-Tetraoxatetradeca-1,13-diene",765-12-8,765128,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphonic acid, P,P',P'',P'''-[1,2-ethanediylbis[nitrilobis(methylene)]]tetrakis-, sodium salt (1:5)",7651-99-2,7651992,CASRN,0,0,"7,075","67,093"
"Methanone, 1,1'-(1,3-phenylene)bis[1-(2-methyl-1-aziridinyl)-",7652-64-4,7652644,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,2-Cyclopentanedione, 3-methyl-",765-70-8,765708,CASRN,"103,176","90,389","97,003","79,366"
"Acetic acid, 2-mercapto-, 2-ethylhexyl ester",7659-86-1,7659861,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","10,000,000 - <50,000,000 lb"
"Piperidine, 1-ethyl-",766-09-6,766096,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Phosphoric acid,7664-38-2,7664382,CASRN,"10,000,000,000 - <20,000,000,000 lb","20,000,000,000 - <30,000,000,000 lb","20,000,000,000 - <30,000,000,000 lb","10,000,000,000 - <20,000,000,000 lb"
Hydrofluoric acid,7664-39-3,7664393,CASRN,"500,000,000 - <750,000,000 lb","500,000,000 - <750,000,000 lb","500,000,000 - <750,000,000 lb","500,000,000 - <750,000,000 lb"
Ammonia,7664-41-7,7664417,CASRN,"40,000,000,000 - <50,000,000,000 lb","40,000,000,000 - <50,000,000,000 lb","40,000,000,000 - <50,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb"
Sulfuric acid,7664-93-9,7664939,CASRN,"70,000,000,000 - <80,000,000,000 lb","70,000,000,000 - <80,000,000,000 lb","70,000,000,000 - <80,000,000,000 lb","70,000,000,000 - <80,000,000,000 lb"
"Oxirane, 2-[(1,1-dimethylethoxy)methyl]-",7665-72-7,7665727,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,4-Benzenedisulfonic acid, 2-amino-, sodium salt (1:?)",76684-33-8,76684338,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Cyclohexanol, 3,3,5-trimethyl-, (1R,5S)-rel-",767-54-4,767544,CASRN,0,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Potassium iodide (KI),7681-11-0,7681110,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Sulfuric acid, sodium salt (1:1)",7681-38-1,7681381,CASRN,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb"
Sodium fluoride (NaF),7681-49-4,7681494,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Hypochlorous acid, sodium salt (1:1)",7681-52-9,7681529,CASRN,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"Phosphinic acid, sodium salt (1:1)",7681-53-0,7681530,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Iodic acid (HIO3), sodium salt (1:1)",7681-55-2,7681552,CASRN,"19,500","22,100","18,600","15,005"
"Disulfurous acid, sodium salt (1:2)",7681-57-4,7681574,CASRN,"50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb"
Copper iodide (CuI),7681-65-4,7681654,CASRN,"100,000 - <500,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","100,000 - <500,000 lb"
Sodium iodide (NaI),7681-82-5,7681825,CASRN,"500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb"
"Benzenemethanol, .alpha.,.alpha.-diphenyl-",76-84-6,76846,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Stannane, hydroxytriphenyl-",76-87-9,76879,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Silanamine, 1-ethenyl-N-(ethenyldimethylsilyl)-1,1-dimethyl-",7691023,7691023,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Silanamine, 1-ethenyl-N-(ethenyldimethylsilyl)-1,1-dimethyl-",7691-02-3,7691023,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2H-1-Benzopyran-6-ol, 3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-, 6-acetate",7695-91-2,7695912,CASRN,"25,000 - <100,000 lb","<1,000,000 lb","25,000 - <100,000 lb","<1,000,000 lb"
Nitric acid,7697-37-2,7697372,CASRN,"10,000,000,000 - <20,000,000,000 lb","20,000,000,000 - <30,000,000,000 lb","20,000,000,000 - <30,000,000,000 lb","20,000,000,000 - <30,000,000,000 lb"
Silicic acid (H2SiO3),7699-41-4,7699414,CASRN,0,0,"154,427","230,801"
"Zirconium, dichlorooxo-",7699-43-6,7699436,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
Zinc bromide (ZnBr2),7699-45-8,7699458,CASRN,"10,000,000 - <50,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"2-Propanol, 1-phenoxy-",770-35-4,770354,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
Sulfur,7704349,7704349,CASRN,"40,000,000,000 - <50,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb"
Sulfur,7704-34-9,7704349,CASRN,"40,000,000,000 - <50,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb"
Zirconium hydride (ZrH2),7704-99-6,7704996,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Titanium chloride (TiCl3),7705-07-9,7705079,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Iron chloride (FeCl3),7705-08-0,7705080,CASRN,"500,000,000 - <750,000,000 lb","500,000,000 - <750,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb"
"Gasoline, pyrolysis",77097-78-0,77097780,CASRN,0,"10,709,479",0,0
"1,2-Benzenedicarboxylic acid, 3,4,5,6-tetrabromo-, mixed esters with diethylene glycol and propylene glycol",77098-07-8,77098078,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
Nickel chloride (NiCl2),7718-54-9,7718549,CASRN,"1,307,943","1,540,364","1,566,210","1,460,268"
Thionyl chloride,7719-09-7,7719097,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
Phosphorous trichloride,7719-12-2,7719122,CASRN,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb"
"Sulfuric acid, iron(2+) salt (1:1)",7720-78-7,7720787,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb"
"Permanganic acid (HMnO4), potassium salt (1:1)",7722-64-7,7722647,CASRN,"25,123,301","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"9-Octadecen-1-ol, 1-(dihydrogen phosphate), (9Z)-",7722-71-6,7722716,CASRN,"15,897","8,439","26,328","19,673"
"Phosphoric acid, ammonium salt (1:1)",7722-76-1,7722761,CASRN,"10,000,000,000 - <20,000,000,000 lb","10,000,000,000 - <20,000,000,000 lb","10,000,000,000 - <20,000,000,000 lb","10,000,000,000 - <20,000,000,000 lb"
Hydrogen peroxide (H2O2),7722-84-1,7722841,CASRN,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"Diphosphoric acid, sodium salt (1:4)",7722-88-5,7722885,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
Phosphorus,7723-14-0,7723140,CASRN,"250,000,000 - <500,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb"
Bromine,7726-95-6,7726956,CASRN,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb"
"Vanadium, trichlorooxo-, (T-4)-",7727-18-6,7727186,CASRN,"500,000 - <1,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Peroxydisulfuric acid ([(HO)S(O)2]2O2), potassium salt (1:2)",7727-21-1,7727211,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
Nitrogen,7727-37-9,7727379,CASRN,"5,000,000,000 - <10,000,000,000 lb","5,000,000,000 - <10,000,000,000 lb","5,000,000,000 - <10,000,000,000 lb","5,000,000,000 - <10,000,000,000 lb"
"Sulfuric acid, barium salt (1:1)",7727-43-7,7727437,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"Peroxydisulfuric acid ([(HO)S(O)2]2O2), ammonium salt (1:2)",7727-54-0,7727540,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Sulfuric acid sodium salt (1:2), hydrate (1:10)",7727-73-3,7727733,CASRN,0,"27,900",76,97
Water,7732-18-5,7732185,CASRN,"100,000 - <500,000 lb","<1,000,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Sulfuric acid, zinc salt (1:1)",7733-02-0,7733020,CASRN,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"Benzoic acid, 2-(isocyanatosulfonyl)-, ethyl ester",77375-79-2,77375792,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Chromic acid (H2CrO4),7738-94-5,7738945,CASRN,"146,939","227,841","199,738","47,249"
"1H,3H,5H-Oxazolo[3,4-c]oxazole, 7a-ethyldihydro-",7747-35-5,7747355,CASRN,"444,319","515,352","527,125","465,792"
"1,3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-",77-47-4,77474,CASRN,"117,876","141,094","285,312","433,317"
"2,4-Imidazolidinedione, 1,3-dibromo-5,5-dimethyl-",77-48-5,77485,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb"
"1,3-Propanediol, 2-methyl-2-nitro-",77-49-6,77496,CASRN,0,0,0,"94,890"
"Carbonic acid, magnesium salt (1:?)",7757-69-9,7757699,CASRN,"1,769","1,385",992,"1,361"
Nitric acid potassium salt (1:1),7757-79-1,7757791,CASRN,"100,000,000 - <250,000,000 lb","500,000,000 - <750,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb"
Sulfuric acid sodium salt (1:2),7757-82-6,7757826,CASRN,"750,000,000 - <1,000,000,000 lb","500,000,000 - <750,000,000 lb","500,000,000 - <750,000,000 lb","750,000,000 - <1,000,000,000 lb"
"Sulfurous acid, sodium salt (1:2)",7757-83-7,7757837,CASRN,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","500,000,000 - <750,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"Phosphoric acid, magnesium salt (1:1)",7757-86-0,7757860,CASRN,0,"1,323","2,133,083","388,010"
"Phosphoric acid, magnesium salt (2:3)",7757-87-1,7757871,CASRN,"1,865","1,865","12,123","3,730"
"Phosphoric acid, calcium salt (1:1)",7757-93-9,7757939,CASRN,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","500,000,000 - <750,000,000 lb"
Potassium bromide (KBr),7758-02-3,7758023,CASRN,"100,000 - <500,000 lb","1,000,000 lb - <20,000,000 lb","500,000 - <1,000,000 lb","1,000,000 - <10,000,000 lb"
"Iodic acid (HIO3), potassium salt (1:1)",7758-05-6,7758056,CASRN,"39,321","51,000","42,000","45,100"
"Nitrous acid, potassium salt (1:1)",7758-09-0,7758090,CASRN,"164,683","207,291","184,048","205,119"
"Phosphoric acid, potassium salt (1:2)",7758-11-4,7758114,CASRN,"50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb"
"Diphosphoric acid, sodium salt (1:2)",7758-16-9,7758169,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Chlorous acid, sodium salt (1:1)",7758-19-2,7758192,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Phosphoric acid, calcium salt (2:1)",7758-23-8,7758238,CASRN,"750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb"
"Triphosphoric acid, sodium salt (1:5)",7758-29-4,7758294,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Dodecanoic acid, 1,1'-(dibutylstannylene) ester",77-58-7,77587,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Phosphoric acid, calcium salt (2:3)",7758-87-4,7758874,CASRN,"<1,000,000 lb","100,000 - <500,000 lb","<1,000,000 lb","<1,000,000 lb"
Copper chloride (CuCl),7758-89-6,7758896,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
Iron chloride (FeCl2),7758-94-3,7758943,CASRN,"100,000,000 lb - <1,000,000,000 lb","≥ 1,000,000,000 lb","≥ 1,000,000,000 lb","≥ 1,000,000,000 lb"
Lead chloride (PbCl2),7758-95-4,7758954,CASRN,"686,748","604,839","682,851","994,490"
"Chromic acid (H2CrO4), lead(2+) salt (1:1)",7758-97-6,7758976,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Sulfuric acid copper(2+) salt (1:1),7758-98-7,7758987,CASRN,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"Sulfuric acid, strontium salt (1:1)",7759-02-6,7759026,CASRN,"41,800","41,880",0,0
Magnesium carbonate hydroxide (Mg5(CO3)4(OH)2),7760-50-1,7760501,CASRN,"500,000 - <1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Nitric acid silver(1+) salt (1:1),7761-88-8,7761888,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","10,000,000 - <50,000,000 lb"
"2,4-Imidazolidinedione, 5,5-dimethyl-",77-71-4,77714,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Thiosulfuric acid (H2S2O3), sodium salt (1:2)",7772-98-7,7772987,CASRN,"100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb"
Tin chloride (SnCl2),7772-99-8,7772998,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
Manganese chloride (MnCl2),7773-01-5,7773015,CASRN,"25,000 - <100,000 lb","100,000 - <500,000 lb","25,000 - <100,000 lb","<1,000,000 lb"
"Sulfurous acid, potassium salt (1:1)",7773-03-7,7773037,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"Sulfamic acid, ammonium salt (1:1)",7773-06-0,7773060,CASRN,"111,417","198,952","145,735","174,144"
"4,7-Methano-1H-indene, 3a,4,7,7a-tetrahydro-",77-73-6,77736,CASRN,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb"
"Benzenepropanal, 4-(1-methylethyl)-",7775-00-0,7775000,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Chloric acid, sodium salt (1:1)",7775-09-9,7775099,CASRN,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"Dithionous acid, sodium salt (1:2)",7775-14-6,7775146,CASRN,"100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb"
